map_id,archetype,source_type,anchor_id,validation_status,distance_to_nearest_selected,is_selected
OSM_helsinki_downtown_exact_2500m_0m_0987,dense_urban_irregular,osm,helsinki_downtown,PASS,0.19419212101397168,False
OSM_helsinki_downtown_exact_2500m_0m_1098,dense_urban_irregular,osm,helsinki_downtown,PASS,0.31098948323902953,False
OSM_helsinki_downtown_exact_500m_0m_0033,dense_urban_irregular,osm,helsinki_downtown,PASS,1.6584284156216198,False
OSM_helsinki_downtown_exact_500m_0m_0143,dense_urban_irregular,osm,helsinki_downtown,PASS,1.7051408022802934,False
OSM_helsinki_downtown_exact_500m_0m_0254,dense_urban_irregular,osm,helsinki_downtown,PASS,1.6628967303236977,False
OSM_helsinki_downtown_exact_500m_0m_0360,dense_urban_irregular,osm,helsinki_downtown,PASS,1.6674291466730864,False
OSM_helsinki_downtown_exact_500m_0m_0487,dense_urban_irregular,osm,helsinki_downtown,PASS,1.7039318307067228,False
OSM_helsinki_downtown_exact_500m_0m_0608,dense_urban_irregular,osm,helsinki_downtown,PASS,1.6908189856526206,False
OSM_helsinki_downtown_exact_500m_0m_0718,dense_urban_irregular,osm,helsinki_downtown,PASS,1.647513905953047,False
OSM_helsinki_downtown_exact_500m_0m_0846,dense_urban_irregular,osm,helsinki_downtown,PASS,1.6526062776916999,False
OSM_helsinki_downtown_exact_500m_0m_0956,dense_urban_irregular,osm,helsinki_downtown,PASS,1.6624276014303887,False
OSM_helsinki_downtown_exact_500m_0m_1073,dense_urban_irregular,osm,helsinki_downtown,PASS,1.670158271720287,False
OSM_kallio_community_offset_n_1000m_1000m_0287,compact_residential,osm,kallio_community,PASS,1.078724363095936,False
OSM_kallio_community_offset_n_1000m_1000m_0879,compact_residential,osm,kallio_community,PASS,1.0713130013378505,False
OSM_kallio_community_offset_n_1000m_1500m_0145,compact_residential,osm,kallio_community,PASS,0.727346518582621,False
OSM_kallio_community_offset_n_1000m_1500m_0719,compact_residential,osm,kallio_community,PASS,0.7214059504437074,False
