,world_area,aspect_ratio,N,density,speed_mean,pause_ratio,wait_mean,mm_WDM,mm_RWP,mm_MapRoute,mm_Cluster,mm_Bus,mm_ShortestPath,mm_External,mm_Linear,transmitRange,contact_rate_proxy,event_interval_mean,event_size_mean,msgTtl,pattern_uniform,pattern_burst,pattern_hub_target,nrof_event_generators,bufferSize,transmitSpeed,workDayLength,timeDiffSTD,probGoShoppingAfterWork,nrOfMeetingSpots,nrOfOffices,officeSize,nrOfShops,ownCarProb,shopSize,officeWaitTime_mean,shoppingWaitTime_mean,eveningGroupSize_mean,eveningWaitTime_mean,afterShoppingStopTime_mean,clusterRange_mean,event2_interval_mean,event2_size_mean,Scenario.endTime,nrofHostGroups,has_active_times
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP07_BurstWindow,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,10.0,100000.0,7200.0,0,1,0,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP08_HubTarget,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,45.0,100000.0,7200.0,0,0,1,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP09_Bimodal,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,90.0,30000.0,7200.0,1,0,0,2,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,450.0,3000000.0,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP10_Storm,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,7.5,300000.0,60.0,1,0,0,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP11_ManyToOne,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,45.0,55000.0,7200.0,0,0,1,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP12_GroupToGroup,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,90.0,100000.0,7200.0,0,0,1,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP01_Baseline,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,90.0,100000.0,7200.0,1,0,0,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP02_LowLoad,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,450.0,55000.0,21600.0,1,0,0,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP03_ManySmall,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,20.0,5500.0,7200.0,1,0,0,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP04_FewLarge,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,240.0,1250000.0,14400.0,1,0,0,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP05_CriticalTTL,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,90.0,55000.0,5.0,1,0,0,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP06_OneToMany,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,45.0,55000.0,7200.0,0,0,1,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP07_BurstWindow,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,10.0,100000.0,7200.0,0,1,0,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP08_HubTarget,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,45.0,100000.0,7200.0,0,0,1,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP09_Bimodal,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,90.0,30000.0,7200.0,1,0,0,2,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,450.0,3000000.0,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP10_Storm,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,7.5,300000.0,60.0,1,0,0,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP11_ManyToOne,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,45.0,55000.0,7200.0,0,0,1,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U7_HighTimeVariance_HelsinkiDowntown__TP12_GroupToGroup,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,11.0,0.02165581733401197,90.0,100000.0,7200.0,0,0,1,1,48000000.0,1450000.0,29700.0,3600.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
C1_Campus_ClassChange__TP01_Baseline,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,90.0,100000.0,7200.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP02_LowLoad,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,450.0,55000.0,21600.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP03_ManySmall,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,20.0,5500.0,7200.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP04_FewLarge,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,240.0,1250000.0,14400.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP05_CriticalTTL,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,90.0,55000.0,5.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP06_OneToMany,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP07_BurstWindow,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,10.0,100000.0,7200.0,0,1,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP08_HubTarget,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,45.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP09_Bimodal,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,90.0,30000.0,7200.0,1,0,0,2,50000000.0,2000000.0,,,,,,,,,,,,,,,,450.0,3000000.0,43200.0,1,0
C1_Campus_ClassChange__TP10_Storm,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,7.5,300000.0,60.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP11_ManyToOne,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C1_Campus_ClassChange__TP12_GroupToGroup,2157984.0,0.9291338582677166,60,27.80372792384003,1.15,0.75,180.0,0,0,0,0,0,1,0,0,10.0,0.003197428711241603,90.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP01_Baseline,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,90.0,100000.0,7200.0,1,0,0,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP02_LowLoad,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,450.0,55000.0,21600.0,1,0,0,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP03_ManySmall,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,20.0,5500.0,7200.0,1,0,0,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP04_FewLarge,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,240.0,1250000.0,14400.0,1,0,0,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP05_CriticalTTL,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,90.0,55000.0,5.0,1,0,0,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP06_OneToMany,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,45.0,55000.0,7200.0,0,0,1,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP07_BurstWindow,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,10.0,100000.0,7200.0,0,1,0,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP08_HubTarget,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,45.0,100000.0,7200.0,0,0,1,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP09_Bimodal,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,90.0,30000.0,7200.0,1,0,0,2,48000000.0,1900000.0,,,,,,,,,,,,,,,,450.0,3000000.0,43200.0,1,0
C2_ExamDay_LongStays__TP10_Storm,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,7.5,300000.0,60.0,1,0,0,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP11_ManyToOne,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,45.0,55000.0,7200.0,0,0,1,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C2_ExamDay_LongStays__TP12_GroupToGroup,2157984.0,0.9291338582677166,48,22.24298233907202,0.35,0.9523809523809523,1200.0,0,0,0,0,0,1,0,0,13.0,0.00131567240535611,90.0,100000.0,7200.0,0,0,1,1,48000000.0,1900000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C3_Hackathon_24h__TP01_Baseline,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,90.0,100000.0,7200.0,1,0,0,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP02_LowLoad,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,450.0,55000.0,21600.0,1,0,0,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP03_ManySmall,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,20.0,5500.0,7200.0,1,0,0,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP04_FewLarge,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,240.0,1250000.0,14400.0,1,0,0,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP05_CriticalTTL,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,90.0,55000.0,5.0,1,0,0,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP06_OneToMany,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,45.0,55000.0,7200.0,0,0,1,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP07_BurstWindow,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,10.0,100000.0,7200.0,0,1,0,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP08_HubTarget,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,45.0,100000.0,7200.0,0,0,1,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP09_Bimodal,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,90.0,30000.0,7200.0,1,0,0,2,46000000.0,2350000.0,,,,,,,,,,,,,,,,450.0,3000000.0,86400.0,1,0
C3_Hackathon_24h__TP10_Storm,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,7.5,300000.0,60.0,1,0,0,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP11_ManyToOne,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,45.0,55000.0,7200.0,0,0,1,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C3_Hackathon_24h__TP12_GroupToGroup,2157984.0,0.9291338582677166,40,18.53581861589335,0.25,0.975609756097561,2400.0,0,0,0,0,0,1,0,0,11.0,0.0005607085131307739,90.0,100000.0,7200.0,0,0,1,1,46000000.0,2350000.0,,,,,,,,,,,,,,,,,,86400.0,1,0
C4_Stadium_IngressEgress__TP01_Baseline,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,90.0,100000.0,7200.0,1,0,0,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP02_LowLoad,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,450.0,55000.0,21600.0,1,0,0,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP03_ManySmall,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,20.0,5500.0,7200.0,1,0,0,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP04_FewLarge,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,240.0,1250000.0,14400.0,1,0,0,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP05_CriticalTTL,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,90.0,55000.0,5.0,1,0,0,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP06_OneToMany,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,45.0,55000.0,7200.0,0,0,1,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP07_BurstWindow,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,10.0,100000.0,7200.0,0,1,0,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP08_HubTarget,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,45.0,100000.0,7200.0,0,0,1,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP09_Bimodal,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,90.0,30000.0,7200.0,1,0,0,2,43000000.0,2350000.0,,,,,,,,,,,,,,,,450.0,3000000.0,10800.0,1,0
C4_Stadium_IngressEgress__TP10_Storm,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,7.5,300000.0,60.0,1,0,0,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP11_ManyToOne,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,45.0,55000.0,7200.0,0,0,1,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C4_Stadium_IngressEgress__TP12_GroupToGroup,2157984.0,0.9291338582677166,80,37.0716372317867,0.85,0.6363636363636364,105.0,0,0,0,0,0,1,0,0,9.0,0.0025523822234085145,90.0,100000.0,7200.0,0,0,1,1,43000000.0,2350000.0,,,,,,,,,,,,,,,,,,10800.0,1,0
C5_Library_Quiet__TP01_Baseline,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,90.0,100000.0,7200.0,1,0,0,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP02_LowLoad,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,450.0,55000.0,21600.0,1,0,0,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP03_ManySmall,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,20.0,5500.0,7200.0,1,0,0,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP04_FewLarge,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,240.0,1250000.0,14400.0,1,0,0,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP05_CriticalTTL,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,90.0,55000.0,5.0,1,0,0,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP06_OneToMany,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,45.0,55000.0,7200.0,0,0,1,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP07_BurstWindow,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,10.0,100000.0,7200.0,0,1,0,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP08_HubTarget,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,45.0,100000.0,7200.0,0,0,1,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP09_Bimodal,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,90.0,30000.0,7200.0,1,0,0,2,54000000.0,1700000.0,,,,,,,,,,,,,,,,450.0,3000000.0,43200.0,1,0
C5_Library_Quiet__TP10_Storm,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,7.5,300000.0,60.0,1,0,0,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP11_ManyToOne,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,45.0,55000.0,7200.0,0,0,1,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C5_Library_Quiet__TP12_GroupToGroup,2157984.0,0.9291338582677166,42,19.46260954668802,0.125,0.9649122807017544,1650.0,0,0,0,0,0,1,0,0,6.0,8.758174296009609e-05,90.0,100000.0,7200.0,0,0,1,1,54000000.0,1700000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
C6_EmergencyDrill_Evacuation__TP01_Baseline,2157984.0,0.9291338582677166,80,37.0716372317867,3.0,0.07692307692307693,5.0,0,0,0,0,0,1,0,0,10.0,0.011121491169536011,90.0,100000.0,7200.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,7200.0,1,0
C6_EmergencyDrill_Evacuation__TP02_LowLoad,2157984.0,0.9291338582677166,80,37.0716372317867,3.0,0.07692307692307693,5.0,0,0,0,0,0,1,0,0,10.0,0.011121491169536011,450.0,55000.0,21600.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,7200.0,1,0
C6_EmergencyDrill_Evacuation__TP03_ManySmall,2157984.0,0.9291338582677166,80,37.0716372317867,3.0,0.07692307692307693,5.0,0,0,0,0,0,1,0,0,10.0,0.011121491169536011,20.0,5500.0,7200.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,7200.0,1,0
