feature_set,threshold,policy,shuffle_seed,manifest_scenarios,duplicates_removed,unique_vectors,selected,retention_manifest_pct,retention_unique_pct,max_abs_r,pairs_above_threshold,elapsed_s,out_dir
full46,0.7,strict,73,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6997931814080459,0,10.711673736572266,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_073
full46,0.7,strict,74,100800,23040,77760,155,0.15376984126984128,0.1993312757201646,0.6998427210747772,0,10.572543382644653,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_074
full46,0.7,strict,75,100800,23040,77760,146,0.14484126984126985,0.18775720164609053,0.6998656072563554,0,10.574561357498169,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_075
full46,0.7,strict,76,100800,23040,77760,150,0.1488095238095238,0.19290123456790123,0.6999567482593888,0,10.508476495742798,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_076
full46,0.7,strict,77,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6997533954657421,0,10.387692928314209,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_077
full46,0.7,strict,78,100800,23040,77760,145,0.14384920634920634,0.18647119341563786,0.6998847144212569,0,10.033266544342041,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_078
full46,0.7,strict,79,100800,23040,77760,145,0.14384920634920634,0.18647119341563786,0.6999724839416622,0,10.576016426086426,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_079
full46,0.7,strict,80,100800,23040,77760,148,0.14682539682539683,0.19032921810699588,0.6997541639154348,0,10.359466314315796,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_080
full46,0.7,strict,81,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6999353245130958,0,10.152965307235718,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_081
full46,0.7,strict,82,100800,23040,77760,145,0.14384920634920634,0.18647119341563786,0.699853033544923,0,11.589876890182495,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_082
full46,0.7,strict,83,100800,23040,77760,156,0.15476190476190477,0.2006172839506173,0.6999575830462074,0,11.10684061050415,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_083
full46,0.7,strict,84,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6999509747439517,0,11.091699600219727,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_084
full46,0.7,strict,85,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6998211761504171,0,10.25630521774292,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_085
